baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Gene_name
ENSMUSG000000470458	397.746823144621	-0.635238540574284	0.0729754958143771	-8.70481979581335	3.18079736306484e-18	6.99897009987531e-17	Tmem164
ENSMUSG000000313287	542.609031701527	-1.11659841953455	0.111958460570051	-9.97332773109989	1.99432547916363e-23	6.94899293169594e-22	Flna
ENSMUSG000000313855	300.487598229309	-0.930951279134005	0.0932092423664281	-9.98775717406017	1.72439132254651e-23	6.03767720854151e-22	Plxnb3
ENSMUSG000000333614	428.560075560549	-0.650656494164296	0.0758068880492082	-8.58307880600425	9.23670318121472e-18	1.94328621534021e-16	Prrg3
ENSMUSG00000081752	33.6180100728898	-8.43812011020407	0.918752625404308	-9.18432217430755	4.14127187380841e-20	1.10361060926e-18	Sms-ps
ENSMUSG000000311616	646.985745534418	-0.581044861859384	0.0555735830518791	-10.4554147843404	1.38391899953245e-25	5.79775439964243e-24	Hdac6
ENSMUSG000000682706	45.3751796971258	-0.937277247849452	0.135176592667117	-6.93372446631771	4.09902670015332e-12	4.87093672407567e-11	Shroom4
ENSMUSG00000059326	239.738690183439	-0.661957561518434	0.078520382273357	-8.43039147738644	3.4451074702914e-17	6.79134507551075e-16	Csf2ra
ENSMUSG00000063434	744.186506602548	-0.546380601997712	0.0622019128636943	-8.78398391372656	1.57784267739942e-18	3.572926050215e-17	Sorcs3
ENSMUSG000000794872	235.431832980585	-0.831198313354681	0.0820368385182704	-10.132012987916	3.98362700832946e-24	1.47368597592198e-22	Med12
ENSMUSG000000327027	273.286131211155	-0.582331381872946	0.0793028677101192	-7.34313144893547	2.08653418701426e-13	2.83452626682068e-12	Kank1
ENSMUSG000000357351	1643.38735424089	-0.824389459650561	0.0911775524295177	-9.04158356617253	1.54418349961619e-19	3.90194427589584e-18	Dagla
ENSMUSG000000100976	830.897157361403	-0.587859165423581	0.0457348491299567	-12.8536373598427	8.20591257126441e-38	9.96516327905321e-36	Nxf1
ENSMUSG000000247641	486.578788752728	-0.547021436176959	0.0638765002220106	-8.56373524341062	1.09268591410761e-17	2.27394022371159e-16	Naa40
ENSMUSG000000247736	663.659669239188	-1.02918989922339	0.0745999531021867	-13.7961199226709	2.68943499328624e-43	5.19494151287055e-41	Atg2a
ENSMUSG000000251886	169.205683231123	-0.855518219060466	0.0772216404597276	-11.0787366594036	1.59101606303501e-28	8.75545569984905e-27	Hps1
ENSMUSG000000346168	319.875440358328	-0.8369446322116	0.0828145983417699	-10.1062451424034	5.1832892677615e-24	1.88835757487904e-22	Ssh3
ENSMUSG000000248308	314.5490066671	-0.688156018055657	0.0710040536563244	-9.69178494211735	3.26767183264985e-22	1.02559283550159e-20	Rps6kb2
ENSMUSG000000248315	214.234114634472	-0.504776426831717	0.0697641181935406	-7.23547347694354	4.63907798508704e-13	6.0775119777762e-12	Ighmbp2
ENSMUSG000000484108	140.422704298888	-0.965778448175451	0.113418820942231	-8.51515154321137	1.66372589767634e-17	3.40083061512946e-16	Zfp407
ENSMUSG000000245612	495.081064386146	-0.529935695408954	0.0534746968701201	-9.91002710489537	3.76544007511525e-23	1.29015631907014e-21	Mbd1
ENSMUSG000000338715	359.626138495818	-0.508792319387545	0.0695041013406056	-7.32032080947574	2.47378839316313e-13	3.3394982994197e-12	Ppargc1b
ENSMUSG00000024622	683.24475585518	-0.519660630273011	0.0605900101858259	-8.57667177607733	9.76577824925962e-18	2.04562491842752e-16	Hmgxb3
ENSMUSG000000246217	1818.19431817423	-0.716669810356502	0.0599027124886395	-11.9638958000845	5.49233521641921e-33	4.46539265151868e-31	Csf1r
ENSMUSG000000246203	368.77293832615	-0.608548669642038	0.076361454145228	-7.96931745805508	1.59553113828378e-15	2.69489329172215e-14	Pdgfrb
ENSMUSG00000024427	211.890602425831	-0.700596768916393	0.074521507311693	-9.40126943468927	5.39086891577805e-21	1.5361841412377e-19	Spry4
ENSMUSG00000102543	3014.374114861	-0.87721141081639	0.0671483804826798	-13.0637761404038	5.30306235654908e-39	7.16560740299714e-37	Pcdhgc5
ENSMUSG000000230365	882.457127359394	-1.91819403574795	0.225300869974479	-8.51392201000039	1.6814712930349e-17	3.43222874360549e-16	Pcdhgc4
ENSMUSG00000102918	1443.98718700056	-0.657010704582978	0.0653308728228369	-10.0566650374418	8.58576052196881e-24	3.09657611005996e-22	Pcdhgc3
ENSMUSG00000038418	7794.4062334794	-1.08322660938634	0.143530458588471	-7.54701559542952	4.45345276559349e-14	6.46042459912027e-13	Egr1
ENSMUSG00000038555	2526.62956591845	-0.507608845563066	0.0464559384486214	-10.9266729403059	8.59419007489417e-28	4.38562738555902e-26	Reep2
ENSMUSG00000052229	526.195418866516	-1.50044197363046	0.0912850280397509	-16.4368900996238	1.04126907582012e-60	6.96948029562301e-58	Gpr17
ENSMUSG00000117098	2857.89821049078	-0.553361568091357	0.065456070987856	-8.45393803416679	2.8163882705357e-17	5.62906047321443e-16	Gm49909
ENSMUSG000000132368	8404.96383812662	-0.591635497609583	0.0521107451335805	-11.3534261713776	7.13124638801102e-30	4.3855641515672e-28	Ptprs
ENSMUSG00000043683	921.589114385015	-0.559315364518682	0.0635170925572019	-8.80574569774233	1.29985457516923e-18	2.98572342601321e-17	Fem1a
ENSMUSG000000239776	721.506522419315	-0.584605366309289	0.0417180151782839	-14.0132593511688	1.29330480718503e-44	2.697290264898e-42	Ubr2
ENSMUSG000000403277	835.325208207023	-0.949494509899317	0.0751141554670326	-12.6406867519937	1.25949038661479e-36	1.3679016157419e-34	Cul9
ENSMUSG000000155990	557.437449956344	-0.728401837587931	0.066070654912439	-11.0245893362682	2.9084292728541e-28	1.56170714369429e-26	Ttbk1
ENSMUSG000000328424	136.700228877332	-0.723668838138862	0.0959274171082749	-7.54392080964762	4.56048133071155e-14	6.60237490841092e-13	Abcc10
ENSMUSG000000122967	232.533907564395	-0.549679250371917	0.0715923545252618	-7.677904351895	1.61712157023484e-14	2.45606205345271e-13	Tjap1
ENSMUSG000000521058	482.141626287561	-0.58459593039447	0.0846321757991878	-6.90749026447788	4.93302799002915e-12	5.8139835618767e-11	Mtcl1
ENSMUSG000000244628	4609.42508735311	-0.580044035160075	0.0580185412102201	-9.99756324548709	1.56193088445515e-23	5.48888068199068e-22	Gabbr1
ENSMUSG00000091655	156.374060228615	-1.11492738496592	0.0914341794531939	-12.193770334393	3.3553065597142e-34	2.99903969239548e-32	Gm8741
ENSMUSG000000243928	775.762950765367	-0.575518852059376	0.0430572636313578	-13.3663592044952	9.50821564697262e-41	1.52880421528223e-38	Bag6
ENSMUSG000000070297	855.856124891685	-0.517867778304781	0.0568105930587784	-9.11569040951528	7.81711429546029e-20	2.03449752347482e-18	Vars1
ENSMUSG000000342548	2121.86975113098	-0.501899183085467	0.0455795439651063	-11.011500761607	3.36353593886775e-28	1.7860872298257e-26	Agpat1
ENSMUSG000000243308	191.340430843826	-1.48356657109054	0.0876977076981026	-16.9168226859211	3.3818971798226e-64	2.94952674946892e-61	Col11a2
ENSMUSG000000413547	367.259901983698	-0.789207746001457	0.0779630940363489	-10.1228376805249	4.37542683517721e-24	1.61034731129457e-22	Rgl2
ENSMUSG000000026251	1622.82216714919	-0.883767425752124	0.0675532719917524	-13.0825258302814	4.14436271564388e-39	5.67994777709269e-37	Akap8l
ENSMUSG000000242205	646.16920784769	-0.589647952361842	0.0476548226143884	-12.3733112414065	3.64479883585026e-35	3.5320186967881e-33	Zfp523
ENSMUSG000000395123	193.925846527553	-1.0130475321261	0.0800679181654994	-12.652352594358	1.08574198979366e-36	1.19270000794853e-34	Bltp3a
ENSMUSG000000241876	423.851845635811	-0.531928918735315	0.0592463932614049	-8.97824980481692	2.75107895429337e-19	6.76741909260832e-18	Fam234a
ENSMUSG000000241866	328.527917997035	-0.927209983611645	0.107361383462011	-8.63634533863592	5.80398856257532e-18	1.2392032256638e-16	Rgs11
ENSMUSG000000373261	834.800330730597	-1.05791021302157	0.0621962635763961	-17.0092245448495	7.01602614361543e-65	6.51381446578696e-62	Capn15
ENSMUSG000000257287	1759.61644997269	-0.558945966744254	0.0429006205424008	-13.0288550533161	8.38565171352803e-39	1.11734926836597e-36	Pigq
ENSMUSG00000093593	235.285999156989	-1.13889364280481	0.125783803107167	-9.05437436833164	1.373528966992e-19	3.49836612380502e-18	Gm20683
ENSMUSG00000025737	573.996923198493	-0.522895935622211	0.049692265706463	-10.5226825178592	6.79120467287787e-26	2.95253265392897e-24	Wdr24
ENSMUSG000000241762	1231.90319924026	-0.604512156887732	0.0600454412816388	-10.0675778874255	7.68472463360904e-24	2.77856858894349e-22	Sox8
ENSMUSG000000241697	301.889442218474	-0.593057093692504	0.0566921055174092	-10.4610172488723	1.30447573028138e-25	5.4889058469632e-24	Ift140
ENSMUSG000000241639	6607.10584726068	-0.765333143660384	0.0629485275300081	-12.1580785713461	5.19666159131205e-34	4.5738567969282e-32	Mapk8ip3
