chr1	3147404	3147456	1	1	0	0	1	30
chr1	3245994	3246029	1	1	0	0	1	30
chr1	3886336	3896367	1	1	0	0	1	36
chr1	4844740	4847747	2	2	1	1	0	37
chr1	4847025	4847747	2	2	1	15	0	41
chr1	4847872	4852790	2	2	1	5	0	39
chr1	4852957	4854173	2	2	1	17	0	38
chr1	4854329	4855795	2	2	1	15	0	42
chr1	4878206	4878677	1	1	1	18	0	32
chr1	4878710	4898806	1	1	1	11	0	32
chr1	4898873	4900490	1	1	1	26	0	42
chr1	4900539	4902533	1	1	1	17	0	34
chr1	4902605	4907223	1	1	1	16	0	31
chr1	4907298	4909609	1	1	1	16	0	41
chr1	4909712	4911178	1	1	1	37	0	39
chr1	4911356	4915185	1	1	1	10	1	35
chr1	4928200	4937692	1	1	1	2	21	36
chr1	4937756	4948249	1	1	1	10	2	35
chr1	4948356	4956966	1	1	1	2	9	42
chr1	4957055	4959679	1	1	1	0	10	42
chr1	4957055	4959682	1	1	0	1	0	26
chr1	4959826	4960962	1	1	1	4	5	42
chr1	4961020	4962137	1	5	1	0	5	41
chr1	4962293	4963639	1	1	1	6	3	31
chr1	4963787	4965156	1	1	1	1	14	41
chr1	4965229	4966578	1	1	1	1	22	41
chr1	5153502	5154639	1	1	1	9	0	15
chr1	5153849	5154639	1	1	1	1	0	18
chr1	5154787	5158782	1	1	0	1	0	16
chr1	5154787	5159231	1	1	1	12	0	39
chr1	5159335	5163585	1	1	1	8	0	40
chr1	5163676	5165837	1	1	1	26	0	41
chr1	5165952	5168251	1	1	1	14	0	42
chr1	5168357	5171292	1	1	1	11	0	39
chr1	5171347	5187612	1	1	1	8	0	34
chr1	5181265	5182345	1	1	0	0	1	13
chr1	5181265	5183369	1	1	0	0	1	13
chr1	5187711	5194499	1	1	1	22	0	42
chr1	5194693	5203306	1	1	1	29	0	41
chr1	5203486	5206034	1	1	1	23	0	41
chr1	5206161	5213972	1	1	1	12	0	35
chr1	5214075	5220170	1	1	1	15	0	41
chr1	5220285	5232327	1	1	1	24	0	37
chr1	5331760	5331939	2	2	0	0	1	24
chr1	5331760	5332065	2	2	0	0	1	24
chr1	5331760	5332083	2	2	0	0	1	24
chr1	5331760	5332101	2	2	0	0	1	24
chr1	5424313	5429219	2	2	0	0	1	33
chr1	6257261	6257302	2	2	0	0	4	20
chr1	6298274	6300182	1	1	1	20	0	41
chr1	6300298	6304184	1	1	1	18	0	42
chr1	6304312	6304452	1	1	1	14	0	39
chr1	6304624	6308485	1	1	1	12	0	41
chr1	6308689	6310175	1	1	1	17	1	41
chr1	6310603	6314328	1	1	1	8	5	42
chr1	6314500	6315018	1	1	1	26	0	39
chr1	6315204	6315381	1	1	1	9	0	41
chr1	6315569	6315648	1	1	1	11	0	40
chr1	6315731	6315821	1	1	1	29	0	37
chr1	6315884	6317929	1	1	1	10	0	40
chr1	6318034	6318289	1	1	1	18	0	42
chr1	6318417	6318499	1	3	1	22	0	35
chr1	6333167	6333247	1	1	1	1	0	6
chr1	6338981	6340914	1	1	1	2	0	42
chr1	6341052	6342924	1	1	1	1	0	4
chr1	6622651	6629490	2	2	0	0	1	23
chr1	7159441	7190417	1	1	1	6	0	38
chr1	7190840	7217860	1	1	1	2	0	16
chr1	7217964	7231115	1	1	1	5	0	42
chr1	7231288	7233471	1	1	1	2	0	12
chr1	7233596	7239738	1	1	1	7	0	38
chr1	8179982	8182222	2	2	1	0	1	3
chr1	8962006	8985502	2	2	0	1	0	13
chr1	9507953	9512367	1	3	0	4	0	33
chr1	9621983	9623147	1	1	1	2	0	27
chr1	9623202	9623542	1	3	1	2	0	4
chr1	9624045	9625762	1	1	1	1	0	20
chr1	9633813	9634021	1	1	1	1	0	40
chr1	9634119	9637005	1	1	1	1	0	21
chr1	9689865	9691179	2	2	1	2	0	15
chr1	9795576	9807190	2	2	1	6	0	28
chr1	9807278	9815674	2	2	1	1	0	40
chr1	9853993	9855621	2	4	0	1	0	36
chr1	9860006	9861349	1	1	1	4	0	4
chr1	9868472	9897237	1	1	1	5	0	19
chr1	9868472	9935355	1	1	1	3	0	30
chr1	9897345	9921779	1	1	0	2	0	33
chr1	9897345	9935355	1	1	1	17	0	37
chr1	9918774	9935355	1	1	1	0	2	3
chr1	9935574	9938607	1	1	1	25	0	39
chr1	9938692	9941854	1	1	1	16	0	35
chr1	9941928	9942482	1	1	1	9	0	38
chr1	9942559	9947390	1	1	1	33	0	38
chr1	9947479	9949250	1	1	1	12	0	41
chr1	9949301	9950556	1	1	1	14	0	42
chr1	9950615	9951802	1	1	1	17	0	39
chr1	9951887	9951984	1	1	1	10	0	29
chr1	9952117	9954631	1	1	1	24	0	41
chr1	9954745	9954849	1	1	1	14	0	23
chr1	9954887	9955891	1	1	1	28	0	37
chr1	9955979	9956271	1	1	1	23	0	39
chr1	9956368	9959094	1	1	1	31	0	41
chr1	9959251	9961585	1	1	1	21	0	36
chr1	9961676	9968944	1	1	1	12	0	38
chr1	10012375	10012547	2	2	1	2	0	40
chr1	10012617	10012834	2	2	1	2	0	29
chr1	10012943	10014244	2	2	1	6	0	35
chr1	10046925	10049040	2	2	1	3	0	20
chr1	10052665	10061988	1	1	1	0	1	3
chr1	10055935	10061973	2	2	0	2	0	36
chr1	10095289	10097327	2	2	1	22	0	39
chr1	10097477	10100823	2	2	1	10	0	37
chr1	10100936	10102563	2	2	1	29	0	41
chr1	10102650	10103482	2	2	1	14	0	41
chr1	10103549	10104232	2	2	1	19	0	38
chr1	10104362	10105153	2	2	1	19	0	39
chr1	10105389	10107894	2	2	1	14	0	40
chr1	10108570	10115300	1	1	1	2	0	25
chr1	10117752	10128944	1	1	1	9	0	41
chr1	10129049	10134557	1	1	1	3	0	42
chr1	10134639	10135547	1	1	1	2	0	30
chr1	10135647	10136650	1	1	1	3	0	36
chr1	10137046	10145084	1	1	1	3	0	28
chr1	10145172	10147396	1	1	1	3	0	33
chr1	10147468	10152477	1	1	1	2	0	11
chr1	10153784	10155971	1	1	1	2	0	32
chr1	10156178	10158275	1	1	1	2	0	38
chr1	10158410	10159106	1	1	1	3	0	26
chr1	10159186	10160412	1	1	1	1	0	4
chr1	10160543	10166090	1	1	1	1	0	36
chr1	10166239	10174436	1	1	1	4	0	34
chr1	10182768	10183100	1	1	1	1	0	29
chr1	10186957	10196564	1	1	1	6	0	16
chr1	10200258	10202678	1	1	1	3	0	38
chr1	10203503	10204321	1	1	0	1	0	41
chr1	10204456	10206158	1	1	1	5	0	42
chr1	10209222	10210691	2	2	1	2	0	32
chr1	10210810	10211783	2	2	1	3	0	34
